Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Design asset type),Custom field (Design reference),Custom field (Details),Custom field (Development),Custom field (Entitlement),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Product categorization),Custom field (Project deliverables),Custom field (Project focus),Custom field (Project milestones),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Related projects),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Source),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
release shop drawings,HT10200-149,10250,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,06/May/25 5:02 PM,22/May/25 10:52 AM,,06/May/25 5:02 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7421eacd,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000ef:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_7261_*|*_10067_*:*_1_*:*_0,,,10242,HT10200-148,Variant Services 228 E45st Zimbabwe Statue Plate,Done,22/May/25 10:52 AM
Customer called with Updates to drawings,HT10200-147,10314,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,14/May/25 12:35 PM,22/May/25 10:49 AM,,14/May/25 12:35 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5439b109,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000if:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_11429_*|*_10069_*:*_1_*:*_0,,,10198,HT10200-144,Metralite Elliot - Redraw Headers,Done,22/May/25 10:49 AM
CONVERT TO SHEET METAL AND RELEASE TO SHOP AS LISTING,HT10200-146,10264,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,09/May/25 4:47 PM,22/May/25 10:49 AM,,12/May/25 12:10 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@238c4f0f,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000g7:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_242561126_*|*_10069_*:*_1_*:*_0,,,10198,HT10200-144,Metralite Elliot - Redraw Headers,Done,22/May/25 10:49 AM
ADD ISO views per Jamie's request,HT10200-145,10235,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,05/May/25 9:44 AM,22/May/25 10:49 AM,,05/May/25 11:38 AM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@714350c1,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000c7:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_6848490_*|*_10067_*:*_1_*:*_0,,,10198,HT10200-144,Metralite Elliot - Redraw Headers,Done,22/May/25 10:49 AM
prep drawing & release to shop,HT10200-143,10363,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,16/May/25 9:38 AM,22/May/25 10:48 AM,,16/May/25 4:52 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4dba7191,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000j3:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_26075199_*|*_10067_*:*_1_*:*_0,,,10069,HT10200-142,versatile 11 madison - 1.5 tormax arm,Done,22/May/25 10:48 AM
print,HT10200-141,10256,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,07/May/25 3:22 PM,22/May/25 11:02 AM,,07/May/25 3:22 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67213255,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000fb:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_9227_*|*_10067_*:*_1_*:*_0,,,10255,HT10200-140,Mass Merch Moncler 58th street 745 5th Ave,Done,22/May/25 11:02 AM
printed docs as requested by Jamie,HT10200-133,10366,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,16/May/25 1:42 PM,22/May/25 10:59 AM,,16/May/25 3:17 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7fd3aad8,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000jr:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_5691244_*|*_10067_*:*_1_*:*_0,,,10364,HT10200-131,The SCI Construction Group Silverstein Properties - Silver Towers - Door Replacements,Done,22/May/25 10:59 AM
"created task in: gsheets promfi #, gmail folder, desktop pc folder, and JIRA tkt",HT10200-132,10365,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,16/May/25 1:41 PM,22/May/25 10:59 AM,,16/May/25 3:16 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1b906ff2,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000jj:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_5730386_*|*_10067_*:*_1_*:*_0,,,10364,HT10200-131,The SCI Construction Group Silverstein Properties - Silver Towers - Door Replacements,Done,22/May/25 10:59 AM
screenshot website then stich images into single pdf and email to jamie,HT10200-130,10368,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,16/May/25 3:18 PM,22/May/25 10:58 AM,,16/May/25 3:18 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2aa31dd4,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000k7:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_9910_*|*_10067_*:*_1_*:*_0,,,10367,HT10200-129,Rockwood MFG RM5270 TYPE 5HD,Done,22/May/25 10:58 AM
send final updated drawing to jamie,HT10200-128,10374,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,16/May/25 3:25 PM,22/May/25 10:58 AM,,16/May/25 3:25 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15a1efcd,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000lj:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_35276_*|*_10067_*:*_1_*:*_0,,,10369,HT10200-123,Metralite 368 9th Ave Nuveen Parapet Railing,Done,22/May/25 10:58 AM
create metralite titleblock and apply to drawing,HT10200-127,10373,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,16/May/25 3:24 PM,22/May/25 10:58 AM,,16/May/25 3:25 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@53ce29df,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000lb:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_40596_*|*_10067_*:*_1_*:*_0,,,10369,HT10200-123,Metralite 368 9th Ave Nuveen Parapet Railing,Done,22/May/25 10:58 AM
get drawing feedback from jamie then update,HT10200-126,10372,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,16/May/25 3:24 PM,22/May/25 10:58 AM,,16/May/25 3:25 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@169da26e,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000l3:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_45705_*|*_10067_*:*_1_*:*_0,,,10369,HT10200-123,Metralite 368 9th Ave Nuveen Parapet Railing,Done,22/May/25 10:58 AM
prep shop drawing,HT10200-125,10371,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,16/May/25 3:24 PM,22/May/25 10:58 AM,,16/May/25 3:25 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@767379f9,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000kv:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_52544_*|*_10067_*:*_1_*:*_0,,,10369,HT10200-123,Metralite 368 9th Ave Nuveen Parapet Railing,Done,22/May/25 10:58 AM
create cad from pdf for scaling and measurements,HT10200-124,10370,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,16/May/25 3:24 PM,22/May/25 10:58 AM,,16/May/25 3:25 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e2a5be2,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000kn:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_55314_*|*_10067_*:*_1_*:*_0,,,10369,HT10200-123,Metralite 368 9th Ave Nuveen Parapet Railing,Done,22/May/25 10:58 AM
release to fabrication,HT10200-122,10463,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,20/May/25 2:45 PM,22/May/25 10:57 AM,,20/May/25 2:45 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@45507f1c,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000mn:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_19774_*|*_10067_*:*_1_*:*_0,,,10375,HT10200-120,Metralite UBS Railings,Done,22/May/25 10:57 AM
produce shop drawings,HT10200-121,10462,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,20/May/25 2:45 PM,22/May/25 10:57 AM,,20/May/25 2:45 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@34994a48,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000mf:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_20210_*|*_10067_*:*_1_*:*_0,,,10375,HT10200-120,Metralite UBS Railings,Done,22/May/25 10:57 AM
prepare submittal drawing,HT10200-119,10667,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 9:19 AM,22/May/25 10:16 AM,,22/May/25 10:16 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c846699,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000sv:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 13:19:04.908,10135_*:*_1_*:*_3418360_*|*_10137_*:*_1_*:*_0,"22/May/25 9:19 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 13:19.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10429,HT10200-117,s&jentrance custom deck cladding,Done,22/May/25 10:16 AM
print docs,HT10200-118,10648,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 9:18 AM,22/May/25 9:18 AM,,22/May/25 9:18 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4039e1,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000sn:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 13:18:28.764,10135_*:*_1_*:*_3464_*|*_10137_*:*_1_*:*_0,"22/May/25 9:18 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 13:18.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10429,HT10200-117,s&jentrance custom deck cladding,Done,22/May/25 9:18 AM
"Meeting to discuss feedback from production personnel during production about shop drawing, then update drawing and rerelease",HT10200-116,10632,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,22/May/25 9:02 AM,22/May/25 10:56 AM,,22/May/25 10:56 AM,,0,,,,Automation for Jira,,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@75411330,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000sf:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_6857805_*|*_10137_*:*_1_*:*_0,,,10629,HT10200-115,mass merch steel portal,Done,22/May/25 10:56 AM
"Meeting to discuss feedback from production personnel during production about shop drawing, then update drawing and rerelease",HT10200-114,10613,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,22/May/25 8:57 AM,22/May/25 10:56 AM,,22/May/25 10:56 AM,,0,,,,Automation for Jira,,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@246dc978,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000rz:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_7178535_*|*_10137_*:*_1_*:*_0,,,10610,HT10200-113,commodore construction brookfield transoms,Done,22/May/25 10:56 AM
"Meeting to discuss feedback from production personnel during production about shop drawing, then update drawing and rerelease",HT10200-112,10594,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,22/May/25 8:27 AM,22/May/25 10:55 AM,,22/May/25 10:55 AM,,0,,,,Automation for Jira,,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@73bd30fc,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000rj:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_8919560_*|*_10137_*:*_1_*:*_0,,,10591,HT10200-111,superstructures 55 stuyvesant place - bronze doors inquiry,Done,22/May/25 10:55 AM
print docs,HT10200-101,10513,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:58 PM,21/May/25 4:58 PM,,21/May/25 4:58 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3c120f47,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000r3:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_10065_*|*_10137_*:*_1_*:*_0,,,10316,HT10200-58,TPG Architecture 575 Madison 20th Floor JTC Testfit,Done,21/May/25 4:58 PM
prepare submittal drawing,HT10200-100,10512,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:42 PM,22/May/25 10:57 AM,,22/May/25 10:57 AM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2bbe5445,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000qv:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_65673733_*|*_10137_*:*_1_*:*_0,,,10310,HT10200-60,Metralite 320 Park Ave Flagstar Cash Room Cladding,Done,22/May/25 10:57 AM
printed docs,HT10200-99,10511,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:42 PM,22/May/25 10:57 AM,01/Jul/25 2:47 PM,22/May/25 10:57 AM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e604a65,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000qn:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_65677010_*|*_10137_*:*_1_*:*_0,,,10310,HT10200-60,Metralite 320 Park Ave Flagstar Cash Room Cladding,Done,22/May/25 10:57 AM
